F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
          Interest on debt,"129,175,050",0.18,"1,094,555",0.77,"335,174",0.14,"1,531,450",0.27,"556,539",1.64,"20,093,994",0.89,"2,744,746",2.74,"2,539,052",0.27,"311,996",0.11,"712,862",0.00,"4,607,523",1.09,"2,433,745",0.69,"403,508",0.00,"271,813",0.57,"8,343,436",0.83,"2,068,164",0.21,"631,304",0.56,"757,159",0.54,"1,429,196",0.53,"1,302,641",0.31,"249,414",0.85,"2,442,298",0.33,"3,685,065",0.40,"3,554,847",0.28,"1,836,473",0.43,"568,909",0.18,"2,094,648",0.57,"218,405",0.32,"526,099",0.78,"1,201,190",0.03,"436,843",0.41,"3,621,734",0.77,"632,089",0.38,"17,837,818",0.16,"2,283,018",0.62,"316,737",2.64,"3,605,476",1.44,"636,580",0.96,"1,412,918",0.49,"4,673,553",0.66,"524,360",0.13,"1,418,186",0.48,"220,779",0.45,"1,951,840",0.58,"12,125,125",0.45,"820,910",0.28,"109,873",1.59,"2,545,587",0.50,"3,638,361",0.23,"412,264",0.44,"1,335,322",1.22,"69,472",0.86
          Insurance benefits and repayments,"372,314,145",0.12,"3,813,760",0.00,"1,464,508",0.00,"5,066,951",0.00,"2,237,843",0.01,"71,201,273",0.04,"6,339,450",0.09,"5,935,186",0.12,"855,708",0.96,"599,012",0.00,"13,558,849",0.56,"8,464,945",0.08,"1,645,696",0.00,"1,281,468",0.00,"22,434,512",0.18,"2,822,998",0.03,"2,829,221",0.00,"2,087,044",0.00,"4,839,754",0.04,"5,204,925",0.53,"1,111,024",0.00,"6,195,498",0.09,"9,554,666",0.38,"10,217,293",0.40,"6,101,677",0.03,"2,953,324",0.00,"6,032,581",0.37,"1,139,907",0.00,"1,270,822",0.07,"2,942,747",0.00,"879,556",0.00,"14,256,041",0.00,"2,564,000",0.00,"38,144,012",0.00,"6,620,523",0.00,"691,095",0.00,"17,857,347",0.00,"2,835,416",0.07,"6,235,856",0.00,"15,190,843",2.90,"1,585,030",0.14,"3,690,905",0.00,"655,741",0.00,"3,728,289",1.34,"21,546,311",0.13,"1,863,604",0.00,"464,874",0.00,"6,573,213",0.32,"7,598,210",0.05,"1,704,713",0.05,"6,576,354",0.00,"849,572",0.00
          Exhibit: Salaries and wages,"1,034,939,543",0.03,"14,178,584",0.07,"3,593,367",0.04,"16,396,868",0.07,"7,891,421",0.06,"159,228,435",0.03,"18,861,417",0.05,"12,548,834",0.06,"3,074,207",0.02,"4,260,008",0.00,"48,142,638",0.04,"26,560,171",0.07,"4,745,223",0.00,"4,495,846",0.10,"40,714,007",0.05,"16,558,760",0.08,"10,842,683",0.07,"9,971,040",0.05,"11,424,158",0.07,"12,386,646",0.08,"3,542,948",0.09,"20,713,840",0.03,"23,739,715",0.86,"26,911,657",0.08,"19,322,223",0.07,"8,202,195",0.13,"15,264,210",0.05,"3,019,472",0.05,"6,969,529",0.06,"7,540,221",0.05,"3,945,023",0.09,"35,286,204",0.06,"6,290,814",0.07,"93,816,487",0.03,"30,017,889",0.24,"2,631,986",0.05,"33,333,531",0.05,"10,001,499",0.04,"13,850,133",0.05,"35,182,518",0.05,"3,360,265",0.05,"13,810,038",1.78,"2,344,419",0.06,"16,621,135",0.38,"82,261,542",0.03,"9,070,005",0.16,"2,239,802",0.10,"26,143,701",0.20,"29,603,777",0.08,"4,592,682",0.06,"16,623,891",0.06,"2,811,879",0.48
Direct expenditure by function,"3,986,041,324",0.06,"50,171,679",0.13,"14,942,322",0.06,"66,463,126",0.07,"28,818,500",0.17,"641,430,872",0.20,"66,690,899",0.32,"43,181,744",0.36,"12,795,819",0.08,"19,963,691",0.00,"199,703,810",0.37,"92,452,065",0.15,"18,704,787",0.00,"15,285,648",0.30,"154,740,007",0.27,"64,835,171",0.15,"37,401,398",0.25,"31,696,704",0.22,"46,813,863",0.19,"51,085,532",0.18,"13,937,134",0.33,"75,186,042",0.04,"98,842,757",0.26,"108,908,994",0.24,"72,052,444",0.48,"30,735,206",0.10,"59,611,044",0.41,"11,400,424",0.15,"23,928,212",0.38,"29,915,483",0.05,"13,314,571",0.28,"121,013,097",0.25,"25,727,674",0.16,"375,085,739",0.10,"102,481,016",0.31,"10,260,470",0.32,"135,870,267",0.26,"36,216,890",0.24,"60,033,050",0.21,"160,149,808",0.34,"13,646,266",0.22,"52,920,223",0.10,"8,288,552",0.27,"65,864,949",0.29,"294,414,566",0.29,"35,338,506",0.11,"8,243,808",0.40,"91,152,820",0.23,"100,959,200",0.70,"18,722,939",0.10,"64,681,357",0.20,"9,960,178",0.28
     Direct general expenditure,"3,356,636,605",0.05,"42,702,971",0.13,"12,824,586",0.06,"55,184,046",0.07,"25,564,777",0.19,"522,320,529",0.17,"55,946,227",0.37,"35,813,834",0.44,"11,353,649",0.05,"14,732,503",0.00,"173,246,949",0.42,"77,624,708",0.17,"15,801,837",0.00,"13,616,097",0.33,"123,762,285",0.31,"59,262,253",0.16,"33,019,120",0.28,"27,994,255",0.22,"39,891,039",0.20,"44,534,336",0.20,"12,495,994",0.35,"65,036,066",0.04,"82,785,254",0.30,"93,622,850",0.27,"62,564,058",0.55,"26,562,892",0.10,"50,784,953",0.47,"9,921,783",0.16,"18,330,974",0.47,"25,324,609",0.05,"11,707,849",0.32,"102,644,038",0.28,"22,318,376",0.10,"304,536,410",0.12,"90,362,045",0.35,"9,104,216",0.34,"113,226,728",0.31,"31,127,233",0.20,"50,585,202",0.23,"137,829,919",0.21,"11,706,274",0.25,"45,613,000",0.10,"7,244,228",0.31,"51,739,160",0.34,"252,319,920",0.17,"30,681,009",0.11,"7,424,889",0.31,"80,363,082",0.26,"82,383,421",0.65,"16,579,394",0.07,"55,748,241",0.22,"8,766,538",0.31
          Capital outlay,"356,768,467",0.26,"4,433,253",0.25,"1,903,190",0.13,"5,431,922",0.09,"2,467,028",0.22,"43,046,701",0.64,"6,767,090",1.06,"3,687,695",1.65,"1,380,460",0.04,"1,723,923",0.00,"20,480,361",3.36,"8,581,050",0.52,"2,289,044",0.00,"1,791,773",0.71,"12,118,948",2.46,"6,972,719",0.25,"4,289,667",0.91,"3,037,221",0.59,"4,071,958",0.23,"4,233,489",0.52,"957,638",3.15,"5,793,817",0.23,"6,187,473",1.41,"7,350,664",0.86,"7,532,123",1.02,"2,254,032",0.17,"4,515,631",0.88,"1,156,272",0.32,"2,543,718",1.53,"4,002,079",0.00,"871,871",0.14,"6,655,896",1.43,"2,034,686",0.53,"29,604,609",0.59,"10,895,265",0.36,"1,467,577",0.49,"11,420,025",1.10,"4,074,110",0.22,"5,410,391",1.66,"14,820,904",0.69,"886,171",0.03,"5,026,074",0.19,"1,067,289",0.09,"5,074,506",0.89,"41,659,246",0.57,"5,003,346",0.23,"555,410",0.93,"9,556,392",1.00,"10,698,974",0.91,"1,418,249",0.05,"6,404,130",0.94,"1,162,407",2.07
          Other direct general expenditure,"2,999,868,138",0.05,"38,269,717",0.14,"10,921,396",0.07,"49,752,124",0.07,"23,097,750",0.21,"479,273,827",0.17,"49,179,136",0.39,"32,126,138",0.45,"9,973,189",0.06,"13,008,580",0.00,"152,766,589",0.15,"69,043,658",0.18,"13,512,793",0.00,"11,824,325",0.36,"111,643,337",0.22,"52,289,534",0.18,"28,729,453",0.29,"24,957,034",0.23,"35,819,082",0.22,"40,300,847",0.21,"11,538,357",0.28,"59,242,249",0.04,"76,597,781",0.30,"86,272,186",0.28,"55,031,935",0.61,"24,308,861",0.11,"46,269,322",0.51,"8,765,511",0.17,"15,787,256",0.49,"21,322,530",0.06,"10,835,978",0.34,"95,988,142",0.29,"20,283,691",0.09,"274,931,801",0.11,"79,466,780",0.39,"7,636,639",0.40,"101,806,703",0.33,"27,053,123",0.23,"45,174,811",0.16,"123,009,014",0.23,"10,820,103",0.27,"40,586,926",0.12,"6,176,939",0.36,"46,664,654",0.36,"210,660,674",0.17,"25,677,663",0.12,"6,869,478",0.33,"70,806,690",0.26,"71,684,446",0.74,"15,161,145",0.08,"49,344,111",0.22,"7,604,131",0.16
     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Education,"1,093,842,504",0.04,"15,083,283",0.00,"3,174,417",0.04,"18,793,098",0.00,"8,916,534",0.00,"151,754,198",0.12,"18,918,596",0.00,"13,740,605",0.86,"4,317,308",0.00,"3,113,274",0.00,"47,200,063",0.00,"30,764,898",0.00,"3,973,774",0.00,"4,019,033",0.00,"39,500,936",0.00,"19,391,788",0.00,"11,265,690",0.00,"10,337,062",0.00,"12,775,602",0.01,"12,722,230",0.00,"3,835,900",0.24,"22,303,594",0.06,"24,121,785",0.82,"33,114,602",0.00,"19,764,338",0.00,"8,303,014",0.00,"16,088,232",0.00,"3,137,311",0.01,"7,361,042",0.00,"7,448,267",0.00,"4,336,694",0.00,"42,400,148",0.00,"6,844,188",0.00,"91,436,346",0.08,"29,082,097",1.04,"3,026,575",0.00,"37,417,850",0.11,"11,171,333",0.00,"15,753,073",0.00,"46,150,537",0.00,"3,659,182",0.00,"16,014,130",0.00,"2,525,729",0.00,"15,445,142",0.89,"94,130,812",0.00,"11,332,054",0.00,"2,783,893",0.00,"28,449,368",0.60,"28,726,227",0.00,"5,285,756",0.00,"19,824,634",0.01,"2,806,265",0.00
                    Capital outlay,"111,334,054",0.10,"1,401,240",0.00,"203,986",0.07,"1,953,952",0.00,"1,019,831",0.00,"15,137,487",0.00,"2,569,057",0.00,"1,052,548",3.72,"487,593",0.00,"407,750",0.00,"3,656,890",0.00,"3,250,809",0.00,"679,760",0.00,"284,391",0.00,"3,357,806",0.00,"2,765,650",0.00,"1,255,972",0.00,"1,222,425",0.00,"1,199,682",0.00,"1,000,988",0.00,"257,139",0.08,"2,185,631",0.57,"1,517,699",1.74,"3,451,111",0.00,"2,396,822",0.00,"578,231",0.00,"1,321,561",0.00,"388,974",0.00,"717,552",0.00,"945,888",0.00,"261,225",0.00,"2,489,639",0.03,"854,765",0.00,"7,732,609",0.05,"2,494,178",0.99,"369,418",0.00,"3,397,525",0.00,"1,121,060",0.00,"2,481,986",0.00,"4,662,935",0.00,"90,406",0.00,"1,808,384",0.00,"309,545",0.00,"1,209,219",1.40,"14,045,614",0.00,"1,426,793",0.00,"107,409",0.00,"3,005,321",3.17,"4,139,257",0.00,"298,901",0.00,"2,014,674",0.02,"344,766",0.00
                 Higher education,"311,497,820",0.02,"5,673,352",0.00,"746,254",0.00,"6,485,772",0.00,"2,835,173",0.00,"49,681,787",0.00,"6,041,348",0.00,"3,190,445",0.00,"1,528,742",0.00,"147,292",0.00,"12,090,905",0.00,"6,494,266",0.00,"1,451,538",0.00,"1,255,606",0.00,"8,878,083",0.00,"6,524,653",0.00,"3,664,294",0.00,"3,350,272",0.00,"3,959,816",0.00,"3,736,931",0.00,"807,885",0.00,"6,888,759",0.00,"5,157,943",0.00,"12,656,084",0.00,"4,959,276",0.00,"3,014,789",0.00,"4,049,124",0.00,"964,709",0.00,"2,413,231",0.00,"1,811,241",0.00,"861,655",0.00,"7,402,296",0.00,"2,650,488",0.00,"14,297,124",0.48,"10,601,241",0.11,"1,063,415",0.00,"9,584,122",0.00,"3,803,840",0.00,"5,224,304",0.00,"11,860,018",0.00,"730,201",0.00,"4,602,100",0.00,"791,516",0.00,"3,920,874",0.00,"32,248,914",0.00,"5,154,893",0.00,"850,401",0.00,"8,940,214",0.00,"7,469,190",0.00,"1,660,987",0.00,"6,509,742",0.00,"810,715",0.00
                    Capital outlay,"34,016,197",0.01,"798,165",0.00,"73,090",0.00,"617,956",0.00,"286,878",0.00,"4,926,383",0.00,"599,308",0.00,"379,919",0.00,"301,694",0.00,0,0.00,"1,012,282",0.00,"981,406",0.00,"367,086",0.00,"96,353",0.00,"545,368",0.00,"593,406",0.00,"349,061",0.00,"228,741",0.00,"344,158",0.00,"466,847",0.00,"44,878",0.00,"566,766",0.00,"487,659",0.00,"1,778,858",0.00,"326,767",0.00,"225,442",0.00,"326,271",0.00,"90,586",0.00,"203,255",0.00,"230,825",0.00,"35,964",0.00,"696,641",0.00,"288,827",0.00,"1,596,365",0.23,"1,050,098",0.28,"149,634",0.00,"1,058,467",0.00,"324,385",0.00,"887,892",0.00,"2,398,718",0.00,"8,179",0.00,"387,370",0.00,"108,690",0.00,"426,075",0.00,"4,105,358",0.00,"472,195",0.00,"55,861",0.00,"1,309,799",0.00,"563,186",0.00,"79,506",0.00,"659,880",0.00,"103,699",0.00
                 Elementary & secondary,"717,415,320",0.07,"8,186,315",0.01,"2,342,853",0.05,"9,574,378",0.00,"5,506,569",0.00,"94,670,700",0.19,"11,630,195",0.00,"9,888,400",1.20,"2,254,563",0.00,"2,965,982",0.00,"30,515,479",0.00,"21,637,085",0.00,"2,396,343",0.00,"2,500,227",0.00,"29,021,558",0.00,"11,605,813",0.00,"7,071,351",0.00,"6,673,081",0.00,"7,664,466",0.02,"8,050,265",0.00,"2,803,050",0.32,"14,516,731",0.10,"17,449,420",1.13,"18,679,885",0.00,"13,658,936",0.00,"4,663,837",0.00,"11,095,965",0.00,"2,059,205",0.01,"4,670,640",0.00,"4,950,799",0.00,"3,196,831",0.00,"28,570,738",0.01,"3,805,069",0.00,"74,828,796",0.00,"16,400,871",1.84,"1,829,548",0.00,"26,125,503",0.15,"6,716,262",0.00,"9,116,129",0.00,"31,860,448",0.00,"2,655,593",0.00,"9,773,875",0.00,"1,599,706",0.00,"10,427,348",1.31,"59,184,501",0.00,"5,813,759",0.00,"1,678,905",0.00,"18,241,977",0.93,"19,777,066",0.00,"3,108,583",0.00,"12,285,635",0.01,"1,714,088",0.00
                    Capital outlay,"76,736,695",0.14,"593,970",0.00,"130,778",0.10,"1,334,578",0.00,"732,946",0.00,"10,211,104",0.01,"1,855,954",0.00,"644,929",6.07,"181,835",0.00,"407,750",0.00,"2,633,292",0.00,"2,134,719",0.00,"312,666",0.00,"185,700",0.00,"2,793,110",0.00,"2,170,731",0.00,"906,363",0.00,"992,638",0.00,"854,476",0.00,"525,109",0.00,"211,952",0.09,"1,605,974",0.78,"1,018,041",2.59,"1,669,897",0.00,"2,068,770",0.00,"348,917",0.00,"993,826",0.00,"298,230",0.00,"514,093",0.00,"714,824",0.00,"210,175",0.00,"1,792,080",0.04,"558,229",0.00,"6,136,123",0.00,"1,440,911",1.70,"218,963",0.00,"2,334,941",0.00,"793,925",0.00,"1,592,172",0.00,"2,203,788",0.00,"81,402",0.00,"1,416,594",0.00,"183,365",0.00,"768,026",2.21,"9,939,454",0.00,"954,598",0.00,"50,774",0.00,"1,690,400",5.64,"3,573,069",0.00,"215,298",0.00,"1,353,422",0.03,"181,815",0.00
                 Other education,"64,929,364",0.00,"1,223,616",0.00,"85,310",0.00,"2,732,948",0.00,"574,792",0.00,"7,401,711",0.00,"1,247,053",0.00,"661,760",0.00,"534,003",0.00,0,0.00,"4,593,679",0.00,"2,633,547",0.00,"125,893",0.00,"263,200",0.00,"1,601,295",0.00,"1,261,322",0.00,"530,045",0.00,"313,709",0.00,"1,151,320",0.00,"935,034",0.00,"224,965",0.00,"898,104",0.00,"1,514,422",0.00,"1,778,633",0.00,"1,146,126",0.00,"624,388",0.00,"943,143",0.00,"113,397",0.00,"277,171",0.00,"686,227",0.00,"278,208",0.00,"6,427,114",0.00,"388,631",0.00,"2,310,425",0.00,"2,079,985",0.00,"133,612",0.00,"1,708,225",0.00,"651,231",0.00,"1,412,640",0.00,"2,430,071",0.00,"273,388",0.00,"1,638,155",0.00,"134,507",0.00,"1,096,920",0.00,"2,697,397",0.00,"363,402",0.00,"254,587",0.00,"1,267,177",0.00,"1,479,971",0.00,"516,186",0.00,"1,029,257",0.00,"281,462",0.00
               Libraries,"12,912,286",0.77,"106,095",2.43,"36,804",1.05,"204,585",0.61,"91,919",4.56,"1,625,875",2.12,"276,805",4.47,"178,353",2.79,"39,937",0.00,"134,771",0.00,"664,390",2.79,"188,963",2.24,"36,574",0.00,"59,137",2.46,"861,556",6.97,"357,806",4.61,"151,171",2.86,"140,455",0.75,"258,735",5.03,"188,029",1.05,"45,601",2.41,"181,750",1.31,"323,766",1.84,"400,460",5.97,"232,207",1.35,"44,126",13.89,"299,354",2.26,"35,461",4.33,"77,215",2.85,"144,980",3.31,"58,611",8.39,"298,706",5.25,"35,703",2.58,"1,133,262",4.03,"294,530",0.94,"22,239",0.72,"545,778",1.59,"142,839",15.38,"250,142",1.85,"248,390",3.22,"46,870",0.00,"201,226",1.75,"31,639",4.98,"154,701",0.91,"623,296",1.50,"125,340",1.01,"25,051",4.48,"372,443",0.63,"522,174",1.12,"45,291",2.20,"314,775",3.38,"32,397",0.00
     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Public welfare,"745,661,110",0.02,"7,179,904",0.01,"2,749,874",0.02,"15,917,074",0.02,"7,763,829",0.01,"136,278,439",0.02,"9,752,054",0.18,"4,002,525",0.05,"2,656,797",0.00,"4,093,260",0.00,"28,838,752",0.00,"13,249,267",0.02,"2,953,650",0.00,"2,883,295",0.01,"24,022,886",0.13,"15,025,834",0.01,"6,625,797",0.02,"4,742,801",0.00,"11,801,422",0.01,"12,647,450",0.05,"3,544,841",0.03,"13,943,484",0.00,"24,638,687",0.01,"19,127,119",0.28,"17,006,866",0.18,"6,323,325",0.00,"10,004,628",0.02,"2,303,997",0.20,"2,946,570",0.35,"4,667,856",0.00,"2,476,275",0.02,"19,158,743",0.01,"6,325,879",0.00,"79,202,708",0.04,"15,631,283",0.16,"1,562,011",0.02,"29,660,643",0.22,"7,035,866",0.00,"12,130,675",0.00,"35,661,110",0.10,"3,284,006",0.00,"8,291,111",0.02,"1,255,413",0.03,"11,949,498",0.04,"42,060,850",0.04,"4,282,538",0.00,"1,864,122",0.09,"14,239,681",0.12,"12,707,009",0.01,"4,832,947",0.00,"13,479,125",0.24,"877,334",0.30
                    Cash assistance payments,"23,065,220",0.12,"133,238",0.00,"119,053",0.00,"229,225",0.00,"5,612",0.00,"6,909,350",0.25,"91,549",7.24,"164,167",0.00,"36,586",0.00,"903,694",0.00,"165,055",0.00,"98,651",0.00,"32,512",0.00,"63,987",0.04,"131,098",0.00,"348,144",0.00,"241,933",0.00,"57,685",0.00,"171,832",0.00,"27,185",0.06,"50,770",0.10,"1,156,546",0.00,"529,154",0.00,"183,599",0.00,"739,947",1.18,"61,703",0.00,"106,250",0.00,0,0.00,18,0.00,"41,011",0.00,"53,576",0.04,"553,555",0.23,"52,487",0.00,"2,548,196",0.66,"386,436",1.26,"71,003",0.06,"469,710",0.04,"159,544",0.00,"255,356",0.00,"1,591,952",0.00,"21,856",0.00,"138,845",0.00,"93,275",0.00,"633,728",0.00,"1,819,710",0.01,"512,465",0.00,"20,750",0.00,"366,252",1.69,"177,922",0.00,"49,058",0.00,"289,938",0.04,52,0.00
                    Vendor payments,"619,386,739",0.00,"6,275,487",0.00,"2,292,529",0.00,"12,358,459",0.00,"7,156,296",0.00,"108,727,792",0.00,"7,961,356",0.00,"2,760,515",0.00,"2,276,331",0.00,"2,299,232",0.00,"25,661,559",0.00,"11,796,815",0.00,"2,412,548",0.00,"2,470,906",0.01,"20,128,126",0.00,"13,529,148",0.00,"5,872,697",0.01,"4,061,520",0.00,"10,704,128",0.00,"11,793,321",0.00,"2,489,317",0.00,"11,559,440",0.00,"22,154,310",0.00,"14,979,082",0.00,"13,689,342",0.12,"5,864,351",0.00,"9,364,970",0.00,"2,125,154",0.00,"2,091,641",0.00,"3,892,110",0.00,"1,814,635",0.01,"16,338,451",0.01,"5,641,267",0.00,"65,852,429",0.02,"13,630,519",0.00,"1,232,249",0.00,"25,778,947",0.01,"5,905,471",0.00,"7,309,383",0.00,"28,553,168",0.00,"2,960,598",0.00,"7,294,012",0.00,"1,048,695",0.01,"9,555,823",0.00,"35,486,064",0.02,"3,258,117",0.00,"1,164,711",0.00,"11,579,033",0.06,"11,020,087",0.00,"4,083,045",0.00,"10,488,696",0.00,"642,858",0.00
                    Other public welfare,"103,209,151",0.11,"771,179",0.13,"338,292",0.13,"3,329,390",0.10,"601,921",0.09,"20,641,298",0.12,"1,699,149",0.94,"1,077,842",0.19,"343,880",0.00,"890,334",0.00,"3,012,138",0.01,"1,353,801",0.18,"508,590",0.00,"348,402",0.02,"3,763,662",0.80,"1,148,542",0.05,"511,167",0.23,"623,596",0.00,"925,462",0.15,"826,944",0.69,"1,004,754",0.09,"1,227,498",0.00,"1,955,223",0.17,"3,964,438",1.36,"2,577,577",0.93,"397,271",0.04,"533,408",0.44,"178,843",2.63,"854,911",1.19,"734,735",0.00,"608,064",0.06,"2,266,737",0.03,"632,125",0.04,"10,802,082",0.22,"1,614,328",1.52,"258,759",0.13,"3,411,986",1.91,"970,851",0.00,"4,565,936",0.01,"5,515,990",0.67,"301,552",0.00,"858,254",0.19,"113,443",0.32,"1,759,947",0.24,"4,755,076",0.28,"511,956",0.02,"678,661",0.24,"2,294,396",0.63,"1,509,000",0.05,"700,844",0.01,"2,700,492",1.19,"234,424",1.13
               Hospitals,"211,872,420",0.23,"7,036,891",0.06,"469,334",0.00,"751,933",1.48,"1,377,949",2.35,"31,794,401",0.32,"2,979,924",0.19,"1,487,248",0.00,"80,136",0.00,"293,380",0.00,"10,925,170",0.63,"5,658,477",1.04,"531,509",0.00,"788,433",4.49,"4,330,809",0.01,"5,237,243",0.54,"4,193,279",1.59,"3,650,595",0.11,"2,701,262",2.52,"3,136,093",2.53,"207,236",0.00,"399,342",0.00,"1,567,908",0.00,"5,828,428",2.61,"2,148,019",14.68,"4,135,930",0.08,"4,720,925",2.16,"150,296",1.95,"853,417",6.85,"1,119,637",0.00,"69,340",0.00,"2,775,646",0.00,"1,490,996",0.01,"18,189,830",1.25,"12,702,324",0.05,"52,720",0.00,"6,040,859",1.14,"1,316,432",3.21,"3,032,184",0.40,"4,892,003",0.00,"55,448",0.00,"7,062,545",0.38,"129,570",0.60,"4,450,323",1.71,"21,307,890",0.11,"2,863,156",0.00,"23,357",0.00,"5,805,933",0.08,"6,870,431",0.36,"384,621",0.00,"2,490,366",0.06,"1,311,238",0.10
                    Capital outlay,"8,992,034",0.29,"406,756",0.00,"6,904",0.00,"55,512",0.00,"42,685",0.00,"1,242,268",0.00,"44,350",0.50,"16,901",0.00,442,0.00,"28,460",0.00,"769,006",0.00,"180,366",12.30,"3,792",0.00,"44,412",0.00,"99,288",0.00,"286,526",0.36,"229,694",2.27,"181,107",0.06,"97,945",0.00,"103,324",3.78,"1,007",0.00,"11,665",0.00,"48,486",0.00,"39,632",4.28,"67,662",0.00,"219,248",0.00,"200,858",0.00,"5,300",0.00,"76,922",12.59,"43,662",0.00,"1,699",0.00,"5,635",0.00,"41,952",0.00,"913,223",0.00,"642,778",0.89,609,0.00,"379,284",0.00,"47,022",0.00,"256,543",0.00,887,0.00,449,0.00,"276,163",0.00,"3,320",0.00,"234,182",0.00,"834,132",0.59,"218,717",0.00,16,0.00,"232,795",0.00,"181,124",0.46,"1,533",0.00,"83,045",0.00,"82,747",0.06
