F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
          Current charges,"526,304,454",0.00,"10,453,061",0.00,"1,658,969",0.00,"6,967,931",0.00,"3,950,892",0.00,"84,089,128",0.00,"10,257,703",0.00,"3,470,312",0.00,"1,484,977",0.00,"883,643",0.00,"32,202,320",0.00,"13,427,213",0.00,"2,697,414",0.00,"2,309,413",0.00,"14,078,594",0.00,"11,675,948",0.00,"7,517,631",0.00,"6,299,921",0.00,"6,254,958",0.00,"6,304,750",0.00,"1,496,006",0.00,"7,397,545",0.00,"9,041,299",0.00,"17,667,824",0.00,"8,705,964",0.00,"5,933,754",0.00,"8,285,407",0.00,"1,194,621",0.00,"3,151,770",0.00,"3,342,956",0.00,"1,496,467",0.00,"11,852,963",0.00,"2,732,239",0.00,"32,584,162",0.00,"18,574,480",0.00,"1,235,929",0.00,"17,894,443",0.00,"5,486,058",0.00,"9,538,568",0.00,"19,619,299",0.00,"1,392,404",0.00,"11,678,215",0.00,"906,624",0.00,"8,171,256",0.00,"38,484,028",0.00,"6,619,480",0.00,"898,621",0.00,"15,739,213",0.00,"16,344,845",0.00,"2,523,188",0.00,"8,452,583",0.00,"1,877,465",0.00
               Education,"134,731,038",0.00,"2,996,755",0.00,"227,435",0.00,"3,119,344",0.00,"1,373,136",0.00,"13,298,881",0.00,"3,537,614",0.00,"1,483,648",0.00,"676,099",0.00,"42,678",0.00,"4,810,349",0.00,"3,113,549",0.00,"442,576",0.00,"516,700",0.00,"4,457,102",0.00,"3,788,278",0.00,"2,082,418",0.00,"1,635,604",0.00,"1,743,457",0.00,"1,679,512",0.00,"378,456",0.00,"2,678,145",0.00,"3,149,189",0.00,"6,218,706",0.00,"2,535,870",0.00,"1,355,959",0.00,"2,591,710",0.00,"515,449",0.00,"1,047,213",0.00,"569,356",0.00,"666,518",0.00,"3,952,467",0.00,"694,970",0.00,"4,366,917",0.00,"4,090,252",0.00,"513,118",0.00,"6,362,725",0.00,"2,371,380",0.00,"2,149,799",0.00,"6,716,676",0.00,"496,134",0.00,"2,638,996",0.00,"405,043",0.00,"2,167,870",0.00,"10,331,629",0.00,"2,015,350",0.00,"598,825",0.00,"4,912,691",0.00,"3,394,987",0.00,"932,386",0.00,"2,695,130",0.00,"191,987",0.00
                    Institutions  of higher education,"118,759,469",0.00,"2,635,268",0.00,"192,539",0.00,"2,884,903",0.00,"1,211,421",0.00,"12,173,662",0.00,"3,047,237",0.00,"1,354,951",0.00,"663,198",0.00,"37,771",0.00,"3,593,572",0.00,"2,578,496",0.00,"410,171",0.00,"477,780",0.00,"3,829,236",0.00,"3,428,670",0.00,"1,902,095",0.00,"1,477,535",0.00,"1,640,637",0.00,"1,625,102",0.00,"333,736",0.00,"2,570,442",0.00,"2,739,851",0.00,"5,621,346",0.00,"1,982,615",0.00,"1,188,726",0.00,"2,151,142",0.00,"453,427",0.00,"840,276",0.00,"537,677",0.00,"617,795",0.00,"3,270,944",0.00,"638,722",0.00,"3,860,420",0.00,"3,835,052",0.00,"434,040",0.00,"5,299,170",0.00,"2,055,135",0.00,"1,973,570",0.00,"5,766,713",0.00,"434,252",0.00,"2,352,671",0.00,"342,411",0.00,"1,664,473",0.00,"9,137,025",0.00,"1,825,434",0.00,"569,018",0.00,"4,565,532",0.00,"3,053,783",0.00,"894,949",0.00,"2,411,486",0.00,"173,392",0.00
                    School lunch sales (gross),"5,598,344",0.00,"98,844",0.00,"7,361",0.00,"82,986",0.00,"48,781",0.00,"377,277",0.00,"95,736",0.00,"108,134",0.00,"12,113",0.00,926,0.00,"201,264",0.00,"163,300",0.00,"23,671",0.00,"23,130",0.00,"203,089",0.00,"187,907",0.00,"112,916",0.00,"82,246",0.00,"57,102",0.00,"26,076",0.00,"28,946",0.00,"95,922",0.00,"192,481",0.00,"158,802",0.00,"189,706",0.00,"42,092",0.00,"130,225",0.00,"18,422",0.00,"67,586",0.00,"21,384",0.00,"35,643",0.00,"246,724",0.00,"21,446",0.00,"242,473",0.00,"158,409",0.00,"33,067",0.00,"235,235",0.00,"67,519",0.00,"38,974",0.00,"272,433",0.00,"18,074",0.00,"67,425",0.00,"32,021",0.00,"84,958",0.00,"610,703",0.00,"60,141",0.00,"14,876",0.00,"216,205",0.00,"105,258",0.00,"11,939",0.00,"151,310",0.00,"15,086",0.00
               Hospitals,"160,976,080",0.00,"5,502,378",0.00,"412,135",0.00,"693,242",0.00,"1,370,199",0.00,"27,522,044",0.00,"2,225,656",0.00,"428,905",0.00,"6,342",0.00,"136,617",0.00,"8,391,879",0.00,"4,294,432",0.00,"685,952",0.00,"542,639",0.00,"1,825,908",0.00,"4,976,407",0.00,"3,819,938",0.00,"3,078,084",0.00,"2,584,791",0.00,"2,298,439",0.00,"118,343",0.00,"181,021",0.00,"351,173",0.00,"5,000,658",0.00,"2,113,579",0.00,"3,597,091",0.00,"2,976,543",0.00,"78,735",0.00,"816,591",0.00,"710,387",0.00,"6,799",0.00,"1,313,085",0.00,"1,162,534",0.00,"10,491,637",0.00,"10,124,253",0.00,"4,731",0.00,"5,324,390",0.00,"1,158,397",0.00,"2,501,561",0.00,"3,966,810",0.00,"7,187",0.00,"6,340,517",0.00,"89,513",0.00,"3,002,334",0.00,"12,922,434",0.00,"2,529,605",0.00,0,0.00,"5,111,683",0.00,"4,774,612",0.00,"291,805",0.00,"1,860,088",0.00,"1,251,997",0.00
               Highways,"20,439,813",0.00,"12,642",0.00,"76,423",0.00,"26,051",0.00,"8,633",0.00,"960,524",0.00,"291,862",0.00,"9,772",0.00,"325,506",0.00,407,0.00,"2,120,520",0.00,"66,056",0.00,"4,634",0.00,"46,576",0.00,"1,322,227",0.00,"9,089",0.00,"8,176",0.00,"131,071",0.00,"62,623",0.00,"30,271",0.00,"152,687",0.00,"762,276",0.00,"1,013,838",0.00,"144,084",0.00,"214,111",0.00,"6,829",0.00,"30,358",0.00,"25,951",0.00,"34,372",0.00,"8,649",0.00,"152,940",0.00,"2,166,713",0.00,"13,665",0.00,"4,530,282",0.00,"57,544",0.00,"22,591",0.00,"335,154",0.00,"272,837",0.00,"96,924",0.00,"1,332,867",0.00,"44,130",0.00,"136,086",0.00,"10,875",0.00,"2,367",0.00,"2,165,296",0.00,"11,208",0.00,"2,932",0.00,"335,793",0.00,"557,309",0.00,"107,359",0.00,"172,786",0.00,"5,937",0.00
               Air transportation (airports),"24,413,256",0.00,"121,591",0.00,"192,599",0.00,"488,679",0.00,"77,640",0.00,"3,933,049",0.00,"953,253",0.00,"26,951",0.00,"6,921",0.00,0,0.00,"2,264,697",0.00,"814,135",0.00,"430,141",0.00,"42,904",0.00,"1,425,108",0.00,"232,088",0.00,"69,080",0.00,"47,251",0.00,"200,935",0.00,"169,977",0.00,"41,392",0.00,"243,758",0.00,"787,877",0.00,"505,805",0.00,"356,883",0.00,"47,061",0.00,"345,435",0.00,"36,494",0.00,"72,710",0.00,"566,528",0.00,"42,150",0.00,"25,179",0.00,"73,731",0.00,"3,069,803",0.00,"501,905",0.00,"35,026",0.00,"321,942",0.00,"108,781",0.00,"340,575",0.00,"559,086",0.00,"65,419",0.00,"125,146",0.00,"18,051",0.00,"371,146",0.00,"2,085,151",0.00,"222,767",0.00,"18,817",0.00,"1,017,937",0.00,"700,207",0.00,"29,536",0.00,"155,639",0.00,"24,320",0.00
               Parking facilities,"3,279,642",0.00,"10,538",0.00,"9,024",0.00,"15,530",0.00,"4,592",0.00,"760,902",0.00,"26,280",0.00,"76,724",0.00,"21,052",0.00,"50,804",0.00,"244,242",0.00,"14,991",0.00,"10,858",0.00,200,0.00,"57,654",0.00,"12,323",0.00,"25,525",0.00,"6,105",0.00,"28,068",0.00,"13,470",0.00,"11,384",0.00,"136,869",0.00,"51,601",0.00,"77,264",0.00,"95,285",0.00,917,0.00,"29,634",0.00,"6,908",0.00,"22,040",0.00,"7,539",0.00,"16,526",0.00,"144,452",0.00,"9,306",0.00,"319,419",0.00,"48,843",0.00,"3,829",0.00,"63,963",0.00,"16,294",0.00,"83,806",0.00,"386,997",0.00,"1,795",0.00,"45,503",0.00,"3,870",0.00,"15,640",0.00,"50,143",0.00,"7,900",0.00,"7,824",0.00,"69,044",0.00,"75,341",0.00,"9,242",0.00,"71,178",0.00,404,0.00
               Sea and inland port facilities,"5,766,120",0.00,"125,872",0.00,"80,954",0.00,0,0.00,"2,871",0.00,"1,500,847",0.00,0,0.00,"1,347",0.00,"37,303",0.00,0,0.00,"575,335",0.00,"372,983",0.00,"136,317",0.00,"1,136",0.00,"17,060",0.00,"20,053",0.00,5,0.00,0,0.00,"20,748",0.00,"198,034",0.00,"4,325",0.00,"50,634",0.00,"121,541",0.00,"3,286",0.00,"14,245",0.00,"47,748",0.00,"2,837",0.00,"1,860",0.00,0,0.00,0,0.00,0,0.00,"35,683",0.00,0,0.00,"316,523",0.00,"41,320",0.00,0,0.00,"20,337",0.00,"8,105",0.00,"142,958",0.00,"2,397",0.00,"1,596",0.00,"233,983",0.00,0,0.00,"3,003",0.00,"503,528",0.00,0,0.00,0,0.00,"479,364",0.00,"630,140",0.00,0,0.00,"9,842",0.00,0,0.00
               Natural resources,"5,477,546",0.00,"6,399",0.00,"26,728",0.00,"117,790",0.00,"27,484",0.00,"2,270,889",0.00,"65,485",0.00,"33,283",0.00,"1,468",0.00,0,0.00,"579,181",0.00,"60,693",0.00,"22,970",0.00,"116,327",0.00,"64,038",0.00,"51,151",0.00,"105,209",0.00,"46,322",0.00,"61,999",0.00,"13,727",0.00,"22,178",0.00,"26,483",0.00,"30,513",0.00,"60,622",0.00,"74,644",0.00,"19,338",0.00,"20,549",0.00,"67,141",0.00,"60,354",0.00,"15,239",0.00,"5,080",0.00,"8,861",0.00,"45,393",0.00,"78,125",0.00,"51,325",0.00,"35,044",0.00,"47,744",0.00,"25,020",0.00,"223,520",0.00,"46,437",0.00,"15,916",0.00,"37,758",0.00,"22,974",0.00,"32,293",0.00,"285,538",0.00,"28,991",0.00,"2,352",0.00,"11,260",0.00,"264,768",0.00,"17,325",0.00,"101,134",0.00,"22,484",0.00
               Parks and recreation,"11,513,306",0.00,"166,372",0.00,"24,762",0.00,"154,142",0.00,"69,651",0.00,"1,590,634",0.00,"414,898",0.00,"103,041",0.00,"19,756",0.00,"33,020",0.00,"799,867",0.00,"301,091",0.00,"47,405",0.00,"53,058",0.00,"1,136,858",0.00,"177,711",0.00,"113,930",0.00,"90,750",0.00,"129,823",0.00,"236,714",0.00,"37,337",0.00,"184,894",0.00,"158,571",0.00,"205,238",0.00,"348,589",0.00,"38,147",0.00,"169,096",0.00,"22,860",0.00,"42,325",0.00,"165,508",0.00,"61,784",0.00,"221,623",0.00,"34,329",0.00,"732,004",0.00,"230,258",0.00,"101,329",0.00,"364,397",0.00,"125,106",0.00,"288,108",0.00,"254,916",0.00,"48,394",0.00,"169,334",0.00,"31,760",0.00,"134,123",0.00,"582,888",0.00,"169,205",0.00,"23,936",0.00,"259,793",0.00,"289,151",0.00,"72,640",0.00,"255,461",0.00,"26,719",0.00
               Housing and community development,"7,191,799",0.00,"114,892",0.00,"49,561",0.00,"29,373",0.00,"32,164",0.00,"883,178",0.00,"210,203",0.00,"137,101",0.00,"13,537",0.00,"60,624",0.00,"265,286",0.00,"138,558",0.00,"34,130",0.00,"39,671",0.00,"228,252",0.00,"48,141",0.00,"26,601",0.00,"47,130",0.00,"40,105",0.00,"59,833",0.00,"41,791",0.00,"188,078",0.00,"356,064",0.00,"63,613",0.00,"314,086",0.00,"41,440",0.00,"61,023",0.00,"12,508",0.00,"44,507",0.00,"33,020",0.00,"43,487",0.00,"188,937",0.00,"18,020",0.00,"1,240,058",0.00,"175,842",0.00,"13,517",0.00,"192,365",0.00,"58,434",0.00,"79,024",0.00,"287,645",0.00,"52,622",0.00,"53,066",0.00,"10,158",0.00,"103,163",0.00,"288,081",0.00,"29,944",0.00,"18,345",0.00,"166,938",0.00,"420,271",0.00,"26,089",0.00,"95,349",0.00,"15,974",0.00
               Sewerage,"58,889,376",0.00,"571,255",0.00,"108,622",0.00,"921,480",0.00,"333,670",0.00,"8,420,116",0.00,"1,040,989",0.00,"475,677",0.00,"156,578",0.00,"366,485",0.00,"3,590,840",0.00,"1,932,360",0.00,"527,897",0.00,"259,523",0.00,"1,438,821",0.00,"1,797,829",0.00,"589,349",0.00,"476,725",0.00,"669,382",0.00,"481,425",0.00,"193,750",0.00,"1,342,471",0.00,"1,746,633",0.00,"2,273,144",0.00,"1,068,194",0.00,"298,063",0.00,"1,099,896",0.00,"129,085",0.00,"305,589",0.00,"502,067",0.00,"155,372",0.00,"1,730,507",0.00,"205,001",0.00,"2,968,128",0.00,"1,502,526",0.00,"71,593",0.00,"2,452,608",0.00,"463,975",0.00,"1,193,757",0.00,"2,826,439",0.00,"234,351",0.00,"745,367",0.00,"107,388",0.00,"946,379",0.00,"3,918,511",0.00,"467,837",0.00,"79,661",0.00,"1,718,746",0.00,"2,610,691",0.00,"301,666",0.00,"992,830",0.00,"78,128",0.00
               Solid waste management,"18,198,785",0.00,"247,302",0.00,"87,923",0.00,"478,735",0.00,"182,924",0.00,"3,196,954",0.00,"127,880",0.00,"157,581",0.00,"82,873",0.00,"4,872",0.00,"2,341,396",0.00,"631,122",0.00,"181,199",0.00,"172,699",0.00,"336,940",0.00,"157,672",0.00,"282,109",0.00,"165,686",0.00,"137,172",0.00,"223,186",0.00,"51,569",0.00,"440,206",0.00,"139,009",0.00,"246,660",0.00,"322,491",0.00,"163,647",0.00,"126,776",0.00,"73,829",0.00,"56,450",0.00,"23,486",0.00,"40,412",0.00,"414,148",0.00,"224,830",0.00,"582,138",0.00,"557,348",0.00,"76,723",0.00,"359,683",0.00,"297,100",0.00,"159,836",0.00,"624,395",0.00,"27,151",0.00,"225,178",0.00,"58,358",0.00,"250,081",0.00,"1,502,066",0.00,"207,315",0.00,"28,108",0.00,"489,455",0.00,"827,313",0.00,"62,599",0.00,"259,931",0.00,"84,269",0.00
               Other charges,"75,427,693",0.00,"577,065",0.00,"362,803",0.00,"923,565",0.00,"467,928",0.00,"19,751,110",0.00,"1,363,583",0.00,"536,282",0.00,"137,542",0.00,"188,136",0.00,"6,218,728",0.00,"1,687,243",0.00,"173,335",0.00,"517,980",0.00,"1,768,626",0.00,"405,206",0.00,"395,291",0.00,"575,193",0.00,"575,855",0.00,"900,162",0.00,"442,794",0.00,"1,162,710",0.00,"1,135,290",0.00,"2,868,744",0.00,"1,247,987",0.00,"317,514",0.00,"831,550",0.00,"223,801",0.00,"649,619",0.00,"741,177",0.00,"305,399",0.00,"1,651,308",0.00,"250,460",0.00,"3,889,128",0.00,"1,193,064",0.00,"358,428",0.00,"2,049,135",0.00,"580,629",0.00,"2,278,700",0.00,"2,614,634",0.00,"397,709",0.00,"927,281",0.00,"148,634",0.00,"1,142,857",0.00,"3,848,763",0.00,"929,358",0.00,"117,821",0.00,"1,166,509",0.00,"1,800,055",0.00,"672,541",0.00,"1,783,215",0.00,"175,246",0.00
          Miscellaneous general revenue,"224,686,456",0.00,"2,206,344",0.00,"3,442,613",0.00,"3,643,737",0.00,"1,646,322",0.00,"24,870,818",0.00,"4,068,246",0.00,"2,052,573",0.00,"1,338,716",0.00,"763,880",0.00,"16,386,256",0.00,"4,488,865",0.00,"2,044,991",0.00,"788,977",0.00,"8,136,288",0.00,"3,573,935",0.00,"2,356,451",0.00,"2,287,997",0.00,"1,678,986",0.00,"2,824,255",0.00,"593,339",0.00,"3,619,383",0.00,"6,112,333",0.00,"6,504,263",0.00,"3,960,242",0.00,"1,229,553",0.00,"3,949,240",0.00,"599,818",0.00,"1,336,761",0.00,"1,474,016",0.00,"970,381",0.00,"7,664,607",0.00,"2,466,176",0.00,"19,356,083",0.00,"5,081,473",0.00,"928,193",0.00,"8,741,842",0.00,"3,115,471",0.00,"3,698,627",0.00,"7,103,801",0.00,"1,002,766",0.00,"3,150,861",0.00,"678,751",0.00,"3,958,482",0.00,"18,614,069",0.00,"1,926,869",0.00,"367,702",0.00,"5,675,690",0.00,"5,268,451",0.00,"1,369,149",0.00,"4,237,484",0.00,"1,330,330",0.00
               Interest earnings,"47,866,446",0.00,"317,452",0.00,"1,037,212",0.00,"1,055,610",0.00,"274,305",0.00,"5,040,475",0.00,"982,117",0.00,"697,740",0.00,"110,981",0.00,"69,419",0.00,"1,750,841",0.00,"538,800",0.00,"167,831",0.00,"162,867",0.00,"2,041,060",0.00,"1,043,550",0.00,"303,308",0.00,"492,326",0.00,"393,390",0.00,"637,059",0.00,"168,478",0.00,"604,107",0.00,"1,209,214",0.00,"1,347,720",0.00,"803,051",0.00,"162,243",0.00,"967,852",0.00,"190,431",0.00,"266,107",0.00,"263,183",0.00,"380,067",0.00,"1,316,711",0.00,"791,505",0.00,"4,859,847",0.00,"855,567",0.00,"401,003",0.00,"1,693,465",0.00,"442,749",0.00,"658,927",0.00,"1,711,905",0.00,"354,756",0.00,"526,090",0.00,"245,135",0.00,"1,054,397",0.00,"4,645,041",0.00,"490,820",0.00,"110,516",0.00,"1,111,684",0.00,"1,111,177",0.00,"358,774",0.00,"909,562",0.00,"738,019",0.00
               Special assessments,"9,863,768",0.00,"22,244",0.00,"5,892",0.00,"53,347",0.00,"27,205",0.00,"2,489,708",0.00,"327,529",0.00,"29,975",0.00,"26,327",0.00,"2,155",0.00,"2,839,364",0.00,"78,627",0.00,"40,706",0.00,"29,569",0.00,"518,532",0.00,"19,479",0.00,"26,838",0.00,"126,761",0.00,"12,888",0.00,"11,485",0.00,"7,258",0.00,"86,892",0.00,"9,535",0.00,"186,106",0.00,"349,266",0.00,"7,760",0.00,"101,822",0.00,"75,460",0.00,"31,825",0.00,"115,519",0.00,"2,133",0.00,"6,289",0.00,"14,962",0.00,"139,417",0.00,"20,530",0.00,"133,063",0.00,"323,466",0.00,"24,335",0.00,"93,905",0.00,"109,457",0.00,"4,881",0.00,"56,530",0.00,"17,226",0.00,"157,405",0.00,"442,593",0.00,"51,461",0.00,"3,517",0.00,"56,544",0.00,"449,426",0.00,"15,746",0.00,"70,369",0.00,"10,439",0.00
               Sale of property,"4,309,653",0.00,"79,469",0.00,"404,849",0.00,"257,619",0.00,"15,696",0.00,"611,634",0.00,"84,703",0.00,"16,037",0.00,"10,339",0.00,"1,145",0.00,"268,386",0.00,"118,936",0.00,"6,039",0.00,"95,055",0.00,"13,269",0.00,"67,634",0.00,"49,281",0.00,"48,692",0.00,"64,214",0.00,"17,382",0.00,"7,421",0.00,"17,493",0.00,"17,328",0.00,"93,742",0.00,"37,120",0.00,"42,422",0.00,"63,118",0.00,"12,086",0.00,"20,394",0.00,"106,463",0.00,"7,640",0.00,"118,724",0.00,"11,152",0.00,"131,129",0.00,"100,382",0.00,"11,328",0.00,"77,038",0.00,"36,833",0.00,"49,798",0.00,"130,424",0.00,"1,375",0.00,"95,418",0.00,"12,510",0.00,"63,535",0.00,"285,417",0.00,"88,883",0.00,"15,124",0.00,"49,037",0.00,"236,979",0.00,"11,427",0.00,"72,926",0.00,"54,608",0.00
               Other general revenue,"162,646,589",0.00,"1,787,179",0.00,"1,994,660",0.00,"2,277,161",0.00,"1,329,116",0.00,"16,729,001",0.00,"2,673,897",0.00,"1,308,821",0.00,"1,191,069",0.00,"691,161",0.00,"11,527,665",0.00,"3,752,502",0.00,"1,830,415",0.00,"501,486",0.00,"5,563,427",0.00,"2,443,272",0.00,"1,977,024",0.00,"1,620,218",0.00,"1,208,494",0.00,"2,158,329",0.00,"410,182",0.00,"2,910,891",0.00,"4,876,256",0.00,"4,876,695",0.00,"2,770,805",0.00,"1,017,128",0.00,"2,816,448",0.00,"321,841",0.00,"1,018,435",0.00,"988,851",0.00,"580,541",0.00,"6,222,883",0.00,"1,648,557",0.00,"14,225,690",0.00,"4,104,994",0.00,"382,799",0.00,"6,647,873",0.00,"2,611,554",0.00,"2,895,997",0.00,"5,152,015",0.00,"641,754",0.00,"2,472,823",0.00,"403,880",0.00,"2,683,145",0.00,"13,241,018",0.00,"1,295,705",0.00,"238,545",0.00,"4,458,425",0.00,"3,470,869",0.00,"983,202",0.00,"3,184,627",0.00,"527,264",0.00
Utility revenue,"168,931,368",0.00,"3,148,188",0.00,"417,680",0.00,"5,039,383",0.00,"1,003,233",0.00,"30,039,345",0.00,"3,037,609",0.00,"806,979",0.00,"485,832",0.00,"957,342",0.00,"9,556,677",0.00,"4,680,097",0.00,"431,177",0.00,"235,489",0.00,"5,295,150",0.00,"2,779,987",0.00,"1,194,620",0.00,"1,553,822",0.00,"1,820,969",0.00,"1,195,751",0.00,"156,608",0.00,"1,137,202",0.00,"3,918,842",0.00,"3,281,226",0.00,"2,431,463",0.00,"817,800",0.00,"2,583,567",0.00,"153,550",0.00,"4,333,569",0.00,"1,295,040",0.00,"136,882",0.00,"2,188,911",0.00,"624,728",0.00,"15,713,429",0.00,"4,383,180",0.00,"245,929",0.00,"3,145,746",0.00,"2,014,920",0.00,"1,675,409",0.00,"2,975,460",0.00,"243,605",0.00,"3,904,458",0.00,"348,623",0.00,"8,980,180",0.00,"14,516,414",0.00,"2,037,895",0.00,"254,797",0.00,"2,056,268",0.00,"7,044,067",0.00,"280,819",0.00,"2,125,944",0.00,"245,507",0.00
     Water supply,"65,622,088",0.00,"974,401",0.00,"113,190",0.00,"1,532,069",0.00,"511,014",0.00,"14,322,318",0.00,"1,723,087",0.00,"353,924",0.00,"91,294",0.00,"168,529",0.00,"4,403,255",0.00,"1,942,340",0.00,"372,626",0.00,"155,019",0.00,"2,979,490",0.00,"952,255",0.00,"576,148",0.00,"687,176",0.00,"798,644",0.00,"505,977",0.00,"129,203",0.00,"868,961",0.00,"1,561,986",0.00,"1,732,794",0.00,"674,976",0.00,"291,656",0.00,"839,824",0.00,"150,217",0.00,"284,823",0.00,"1,095,532",0.00,"119,481",0.00,"903,598",0.00,"375,253",0.00,"2,785,264",0.00,"1,509,221",0.00,"218,766",0.00,"1,891,619",0.00,"860,053",0.00,"814,984",0.00,"1,525,653",0.00,"212,271",0.00,"949,095",0.00,"134,824",0.00,"1,221,364",0.00,"6,724,178",0.00,"659,245",0.00,"85,164",0.00,"1,284,951",0.00,"1,454,994",0.00,"252,890",0.00,"695,909",0.00,"150,583",0.00
     Electric power,"80,453,831",0.00,"1,788,262",0.00,"298,003",0.00,"3,329,630",0.00,"485,843",0.00,"13,105,100",0.00,"1,004,469",0.00,"381,748",0.00,"371,996",0.00,0,0.00,"4,591,385",0.00,"1,855,537",0.00,0,0.00,"77,078",0.00,"1,213,415",0.00,"1,467,243",0.00,"532,234",0.00,"827,404",0.00,"701,378",0.00,"574,026",0.00,"13,574",0.00,"79,883",0.00,"1,406,620",0.00,"1,469,168",0.00,"1,540,449",0.00,"428,318",0.00,"1,549,171",0.00,"1,246",0.00,"3,741,513",0.00,"114,122",0.00,"12,319",0.00,"177,265",0.00,"182,021",0.00,"6,117,942",0.00,"2,659,817",0.00,"23,714",0.00,"1,072,522",0.00,"1,112,946",0.00,"719,367",0.00,"193,054",0.00,"7,909",0.00,"2,698,918",0.00,"203,002",0.00,"6,653,547",0.00,"7,276,525",0.00,"1,308,579",0.00,"164,489",0.00,"439,043",0.00,"5,017,193",0.00,"14,759",0.00,"1,355,901",0.00,"94,184",0.00
     Gas supply,"5,981,292",0.00,"380,296",0.00,0,0.00,"43,272",0.00,"2,879",0.00,"301,286",0.00,"147,942",0.00,"16,636",0.00,0,0.00,0,0.00,"233,014",0.00,"704,170",0.00,0,0.00,0,0.00,"83,245",0.00,"317,572",0.00,"58,556",0.00,"33,813",0.00,"294,364",0.00,"83,230",0.00,0,0.00,"5,108",0.00,"49,390",0.00,0,0.00,"87,567",0.00,"95,967",0.00,"117,023",0.00,0,0.00,"300,055",0.00,0,0.00,0,0.00,0,0.00,"51,879",0.00,"8,864",0.00,"138,884",0.00,213,0.00,"50,086",0.00,"31,764",0.00,627,0.00,"597,153",0.00,0,0.00,"235,089",0.00,"10,733",0.00,"1,061,101",0.00,"238,370",0.00,"11,597",0.00,0,0.00,"181,748",0.00,"6,378",0.00,225,0.00,"1,196",0.00,0,0.00
     Transit,"16,874,157",0.00,"5,229",0.00,"6,487",0.00,"134,412",0.00,"3,497",0.00,"2,310,641",0.00,"162,111",0.00,"54,671",0.00,"22,542",0.00,"788,813",0.00,"329,023",0.00,"178,050",0.00,"58,551",0.00,"3,392",0.00,"1,019,000",0.00,"42,917",0.00,"27,682",0.00,"5,429",0.00,"26,583",0.00,"32,518",0.00,"13,831",0.00,"183,250",0.00,"900,846",0.00,"79,264",0.00,"128,471",0.00,"1,859",0.00,"77,549",0.00,"2,087",0.00,"7,178",0.00,"85,386",0.00,"5,082",0.00,"1,108,048",0.00,"15,575",0.00,"6,801,359",0.00,"75,258",0.00,"3,236",0.00,"131,519",0.00,"10,157",0.00,"140,431",0.00,"659,600",0.00,"23,425",0.00,"21,356",0.00,64,0.00,"44,168",0.00,"277,341",0.00,"58,474",0.00,"5,144",0.00,"150,526",0.00,"565,502",0.00,"12,945",0.00,"72,938",0.00,740,0.00
Liquor store revenue,"9,794,954",0.00,"335,417",0.00,"9,880",0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,"164,153",0.00,0,0.00,0,0.00,"306,174",0.00,0,0.00,0,0.00,0,0.00,"178,990",0.00,"298,493",0.00,0,0.00,"1,082,256",0.00,"299,672",0.00,"349,534",0.00,0,0.00,"96,514",0.00,0,0.00,0,0.00,"686,141",0.00,0,0.00,0,0.00,0,0.00,"831,550",0.00,0,0.00,"1,102,485",0.00,0,0.00,"595,077",0.00,"2,012,789",0.00,0,0.00,0,0.00,"17,851",0.00,0,0.00,0,0.00,"380,544",0.00,"64,126",0.00,"779,038",0.00,0,0.00,"93,039",0.00,0,0.00,"111,231",0.00
Insurance trust revenue2,"631,991,138",0.00,"6,429,325",0.00,"2,236,967",0.00,"9,517,163",0.00,"4,705,547",0.00,"132,291,606",0.00,"7,071,055",0.00,"7,673,647",0.00,"1,301,824",0.00,"1,038,725",0.00,"26,536,589",0.00,"13,566,465",0.00,"2,666,624",0.00,"2,920,221",0.00,"24,228,998",0.00,"4,496,274",0.00,"5,365,956",0.00,"3,770,164",0.00,"5,915,428",0.00,"8,969,575",0.00,"2,041,404",0.00,"8,701,983",0.00,"14,134,400",0.00,"15,732,634",0.00,"12,117,324",0.00,"4,960,002",0.00,"11,079,425",0.00,"2,063,135",0.00,"2,493,940",0.00,"6,408,994",0.00,"1,655,271",0.00,"14,211,161",0.00,"4,313,237",0.00,"67,412,474",0.00,"13,311,893",0.00,"1,353,336",0.00,"28,233,498",0.00,"5,304,198",0.00,"12,227,724",0.00,"19,308,513",0.00,"1,854,411",0.00,"6,137,070",0.00,"1,791,271",0.00,"16,908,475",0.00,"39,463,310",0.00,"3,252,767",0.00,"779,900",0.00,"12,475,978",0.00,"16,406,687",0.00,"2,854,266",0.00,"11,020,535",0.00,"1,279,769",0.00
