F2,F3,F4,F8,F9,F13,F14,F18,F19,F23,F24,F28,F29,F33,F34,F38,F39,F43,F44,F48,F49,F53,F54,F58,F59,F63,F64,F68,F69,F73,F74,F78,F79,F83,F84,F88,F89,F93,F94,F98,F99,F103,F104,F108,F109,F113,F114,F118,F119,F123,F124,F128,F129,F133,F134,F138,F139,F143,F144,F148,F149,F153,F154,F158,F159,F163,F164,F168,F169,F173,F174,F178,F179,F183,F184,F188,F189,F193,F194,F198,F199,F203,F204,F208,F209,F213,F214,F218,F219,F223,F224,F228,F229,F233,F234,F238,F239,F243,F244,F248,F249,F253,F254,F258,F259
Description,United States Total,,Alabama,,Alaska,,Arizona,,Arkansas,,California,,Colorado,,Connecticut,,Delaware,,District of Columbia,,Florida,,Georgia,,Hawaii,,Idaho,,Illinois,,Indiana,,Iowa,,Kansas,,Kentucky,,Louisiana,,Maine,,Maryland,,Massachusetts,,Michigan,,Minnesota,,Mississippi,,Missouri,,Montana,,Nebraska,,Nevada,,New Hampshire,,New Jersey,,New Mexico,,New York,,North Carolina,,North Dakota,,Ohio,,Oklahoma,,Oregon,,Pennsylvania,,Rhode Island,,South Carolina,,South Dakota,,Tennessee,,Texas,,Utah,,Vermont,,Virginia,,Washington,,West Virginia,,Wisconsin,,Wyoming,
,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local,State & local
,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV,amount1,CV
,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2
Description,C1,C2,C6,C7,C11,C12,C16,C17,C21,C22,C26,C27,C31,C32,C36,C37,C41,C42,C46,C47,C51,C52,C56,C57,C61,C62,C66,C67,C71,C72,C76,C77,C81,C82,C86,C87,C91,C92,C96,C97,C101,C102,C106,C107,C111,C112,C116,C117,C121,C122,C126,C127,C131,C132,C136,C137,C141,C142,C146,C147,C151,C152,C156,C157,C161,C162,C166,C167,C171,C172,C176,C177,C181,C182,C186,C187,C191,C192,C196,C197,C201,C202,C206,C207,C211,C212,C216,C217,C221,C222,C226,C227,C231,C232,C236,C237,C241,C242,C246,C247,C251,C252,C256,C257
          Other direct general expenditure,"3,312,497,843",0.06,"42,425,118",0.21,"11,774,024",0.07,"57,465,593",0.07,"24,340,931",0.22,"530,284,288",0.23,"55,195,948",0.49,"34,243,076",0.49,"11,338,208",0.08,"14,973,264",0.00,"169,334,359",0.14,"76,662,363",0.18,"15,876,481",0.00,"13,764,408",0.30,"125,320,071",0.24,"59,441,100",0.26,"31,720,625",0.31,"27,642,986",0.43,"41,808,717",0.19,"44,546,152",0.26,"12,898,296",0.26,"67,253,530",0.05,"83,687,488",0.30,"90,243,639",0.37,"60,168,506",0.46,"25,570,481",0.11,"49,889,137",0.46,"9,839,383",0.19,"18,122,719",0.43,"22,666,444",0.14,"12,332,141",0.50,"98,509,766",0.26,"24,222,142",0.08,"288,457,937",0.13,"87,893,334",0.38,"8,848,741",0.33,"109,195,094",0.21,"29,702,759",0.40,"51,978,429",0.16,"133,047,288",0.20,"12,238,843",0.23,"44,956,664",0.12,"7,242,028",0.40,"51,039,471",0.40,"244,516,692",0.18,"30,056,768",0.11,"8,222,721",0.36,"79,885,963",0.26,"81,843,104",0.82,"16,555,028",0.09,"54,475,615",0.21,"8,779,979",0.13
     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Education,"1,143,137,317",0.05,"16,520,150",0.00,"3,251,185",0.05,"20,429,954",0.00,"9,274,145",0.00,"159,872,919",0.12,"20,124,726",0.00,"14,639,383",0.83,"4,575,434",0.00,"3,479,917",0.00,"50,630,154",0.00,"32,239,247",0.00,"3,616,893",0.00,"4,250,439",0.00,"42,254,651",0.00,"20,241,762",0.00,"11,846,105",0.00,"11,121,333",0.00,"12,826,856",0.02,"13,936,814",0.00,"4,240,908",0.25,"23,448,249",0.03,"26,118,595",0.95,"32,193,771",0.00,"21,026,804",0.00,"8,832,248",0.00,"16,528,316",0.00,"3,361,393",0.01,"8,170,888",0.00,"7,815,339",0.00,"4,568,038",0.00,"39,983,949",0.00,"7,310,823",0.00,"92,005,319",0.06,"30,108,563",1.09,"3,424,102",0.00,"37,732,776",0.13,"11,714,581",0.00,"16,896,111",0.00,"47,088,012",0.00,"3,847,397",0.00,"16,900,075",0.00,"2,694,017",0.00,"16,091,547",0.84,"101,148,033",0.00,"12,644,560",0.00,"3,028,299",0.00,"29,529,900",0.49,"30,591,774",0.00,"5,676,964",0.00,"20,049,011",0.00,"3,234,889",0.00
                    Capital outlay,"115,679,180",0.13,"1,563,390",0.00,"241,734",0.04,"2,083,024",0.00,"1,009,988",0.00,"16,134,167",0.01,"3,065,370",0.00,"966,364",2.93,"584,430",0.00,"411,660",0.00,"4,134,613",0.00,"3,043,565",0.00,"366,778",0.00,"233,690",0.00,"3,482,659",0.00,"2,667,403",0.00,"1,479,824",0.00,"1,629,116",0.00,"1,111,263",0.00,"788,886",0.00,"333,996",0.17,"2,270,466",0.16,"2,253,296",5.92,"3,487,181",0.00,"2,612,377",0.00,"924,795",0.00,"1,538,871",0.00,"342,858",0.00,"1,100,458",0.00,"864,366",0.00,"241,224",0.00,"2,107,735",0.04,"710,263",0.00,"7,275,670",0.05,"2,733,029",2.20,"457,048",0.00,"3,826,428",0.00,"1,180,623",0.00,"2,386,358",0.00,"4,938,975",0.00,"128,973",0.00,"1,563,177",0.00,"358,207",0.00,"1,306,958",1.31,"14,759,979",0.00,"1,335,956",0.00,"133,085",0.00,"2,722,775",0.57,"3,900,344",0.00,"470,095",0.00,"1,988,992",0.00,"426,697",0.00
                 Higher education,"311,440,733",0.02,"6,027,554",0.00,"634,570",0.00,"6,975,508",0.00,"2,915,262",0.00,"52,152,767",0.00,"6,068,563",0.00,"3,515,984",0.00,"1,579,710",0.00,"167,934",0.00,"12,241,315",0.00,"6,376,527",0.00,"1,231,486",0.00,"1,219,128",0.00,"10,015,020",0.00,"6,585,640",0.00,"3,686,870",0.00,"3,321,473",0.00,"3,759,090",0.00,"4,038,298",0.00,"836,709",0.00,"7,114,473",0.00,"4,973,267",0.00,"9,855,202",0.00,"5,091,700",0.00,"2,970,822",0.00,"3,841,621",0.00,"1,004,363",0.00,"2,524,100",0.00,"1,739,048",0.00,"950,615",0.00,"6,589,783",0.00,"2,731,900",0.00,"14,091,538",0.37,"10,636,658",0.13,"1,233,410",0.00,"8,136,221",0.00,"3,858,880",0.00,"5,201,017",0.00,"11,624,803",0.00,"727,147",0.00,"4,666,751",0.00,"759,630",0.00,"3,968,208",0.00,"31,995,858",0.00,"5,737,514",0.00,"831,113",0.00,"8,828,046",0.01,"7,695,365",0.00,"1,751,642",0.00,"5,996,069",0.00,"964,561",0.00
                    Capital outlay,"32,138,796",0.02,"903,151",0.00,"40,930",0.00,"669,590",0.00,"344,909",0.00,"5,990,797",0.00,"714,549",0.00,"216,816",0.00,"396,178",0.00,"15,025",0.00,"685,158",0.00,"659,335",0.00,"156,806",0.00,"94,199",0.00,"476,039",0.00,"792,992",0.00,"364,567",0.00,"171,600",0.00,"279,089",0.00,"308,394",0.00,"67,409",0.00,"788,119",0.00,"445,141",0.00,"1,196,378",0.00,"216,752",0.00,"206,428",0.00,"327,882",0.00,"75,969",0.00,"270,089",0.00,"156,338",0.00,"56,372",0.00,"363,895",0.00,"224,906",0.00,"1,091,054",0.30,"1,056,393",0.66,"180,171",0.00,"1,257,238",0.00,"366,776",0.00,"593,999",0.00,"2,604,605",0.00,"4,729",0.00,"239,705",0.00,"88,687",0.00,"401,726",0.00,"3,375,481",0.00,"457,634",0.00,"50,777",0.00,"1,196,853",0.00,"544,511",0.00,"171,815",0.00,"573,891",0.00,"206,949",0.00
                 Elementary & secondary,"755,960,328",0.07,"8,879,307",0.01,"2,531,505",0.06,"10,033,486",0.00,"5,698,218",0.00,"98,917,011",0.20,"12,755,624",0.00,"10,344,947",1.18,"2,311,237",0.00,"3,311,983",0.00,"32,804,776",0.00,"22,820,193",0.00,"2,252,169",0.00,"2,673,697",0.00,"30,430,899",0.00,"12,086,764",0.00,"7,574,166",0.00,"7,448,165",0.00,"7,909,684",0.03,"8,753,406",0.01,"3,138,854",0.33,"15,284,326",0.05,"19,393,387",1.28,"20,143,367",0.00,"14,379,965",0.00,"5,167,092",0.00,"11,610,883",0.00,"2,204,870",0.01,"5,315,674",0.00,"5,236,051",0.00,"3,301,702",0.00,"27,396,407",0.01,"4,120,872",0.00,"75,800,720",0.00,"17,137,145",1.92,"2,035,370",0.00,"27,426,698",0.17,"7,025,664",0.00,"9,945,628",0.00,"33,045,067",0.00,"2,833,290",0.00,"10,327,269",0.00,"1,787,436",0.00,"10,805,695",1.26,"65,551,261",0.00,"6,410,684",0.00,"1,904,659",0.00,"19,129,575",0.76,"20,506,478",0.00,"3,353,258",0.00,"12,853,649",0.01,"1,850,096",0.00
                    Capital outlay,"82,897,299",0.18,"653,200",0.00,"200,778",0.05,"1,411,236",0.00,"664,851",0.00,"10,143,370",0.01,"2,167,790",0.00,"739,938",3.83,"183,785",0.00,"396,635",0.00,"3,438,709",0.00,"2,282,764",0.00,"209,812",0.00,"126,540",0.00,"2,993,496",0.00,"1,871,869",0.00,"1,114,036",0.00,"1,455,161",0.00,"831,900",0.00,"469,334",0.00,"266,335",0.21,"1,480,828",0.25,"1,776,637",7.50,"2,286,053",0.00,"2,395,346",0.00,"716,162",0.00,"1,206,800",0.00,"266,745",0.00,"829,782",0.00,"707,397",0.00,"176,189",0.00,"1,740,152",0.05,"478,176",0.00,"6,184,273",0.00,"1,672,146",3.57,"276,145",0.00,"2,567,270",0.00,"810,647",0.00,"1,791,040",0.00,"2,295,064",0.00,"123,917",0.00,"1,315,329",0.00,"255,150",0.00,"836,542",2.04,"11,383,688",0.00,"878,141",0.00,"81,539",0.00,"1,522,148",1.02,"3,351,508",0.00,"293,399",0.00,"1,411,921",0.00,"165,625",0.00
                 Other education,"75,736,256",0.00,"1,613,289",0.00,"85,110",0.00,"3,420,960",0.00,"660,665",0.00,"8,803,141",0.00,"1,300,539",0.00,"778,452",0.00,"684,487",0.00,0,0.00,"5,584,063",0.00,"3,042,527",0.00,"133,238",0.00,"357,614",0.00,"1,808,732",0.00,"1,569,358",0.00,"585,069",0.00,"351,695",0.00,"1,158,082",0.00,"1,145,110",0.00,"265,345",0.00,"1,049,450",0.00,"1,751,941",0.00,"2,195,202",0.00,"1,555,139",0.00,"694,334",0.00,"1,075,812",0.00,"152,160",0.00,"331,114",0.00,"840,240",0.00,"315,721",0.00,"5,997,759",0.00,"458,051",0.00,"2,113,061",0.00,"2,334,760",0.00,"155,322",0.00,"2,169,857",0.00,"830,037",0.00,"1,749,466",0.00,"2,418,142",0.00,"286,960",0.00,"1,906,055",0.00,"146,951",0.00,"1,317,644",0.00,"3,600,914",0.00,"496,362",0.00,"292,527",0.00,"1,572,279",0.00,"2,389,931",0.00,"572,064",0.00,"1,199,293",0.00,"420,232",0.00
               Libraries,"13,583,969",1.06,"134,891",1.55,"39,074",2.35,"196,534",0.60,"99,476",3.30,"1,715,881",2.49,"288,556",4.85,"182,257",2.86,"39,034",0.01,"82,807",0.00,"704,931",0.43,"192,237",4.31,"35,368",0.00,"66,310",2.55,"893,389",6.64,"388,553",4.71,"158,322",2.57,"152,424",0.82,"354,700",7.39,"192,976",0.97,"47,182",2.44,"193,720",1.29,"345,560",1.83,"468,813",6.05,"236,153",1.40,"40,263",1.04,"277,129",4.23,"42,767",2.02,"79,993",2.67,"117,280",17.38,"60,751",6.77,"343,549",8.84,"34,892",3.03,"1,173,630",8.97,"258,214",0.93,"23,596",0.80,"566,483",0.67,"123,793",16.65,"258,486",1.75,"398,373",1.66,"40,169",0.00,"190,859",1.39,"32,524",1.70,"146,171",1.03,"686,346",1.63,"125,131",0.35,"23,934",3.77,"367,437",0.62,"561,598",0.76,"52,864",2.06,"311,757",3.03,"36,832",0.00
     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Public welfare,"862,254,550",0.02,"8,021,380",0.02,"2,653,886",0.05,"20,930,578",0.03,"7,924,204",0.01,"151,467,254",0.02,"11,895,546",0.10,"3,846,724",0.05,"3,150,257",0.00,"4,711,332",0.00,"33,266,197",0.00,"14,586,326",0.02,"3,633,165",0.00,"3,765,679",0.02,"31,599,028",0.02,"18,222,297",0.01,"7,677,534",0.03,"5,408,464",0.07,"15,934,062",0.00,"14,628,144",0.06,"4,237,922",0.02,"16,894,347",0.00,"27,157,443",0.01,"21,135,380",0.57,"18,920,927",0.18,"6,627,471",0.00,"11,031,271",0.04,"2,768,512",0.02,"3,784,047",0.28,"4,847,513",0.00,"3,054,316",0.02,"22,206,553",0.01,"8,367,446",0.00,"84,379,706",0.04,"19,482,932",0.15,"1,766,343",0.18,"35,010,370",0.16,"7,474,819",0.00,"14,355,806",0.00,"41,079,078",0.06,"3,462,660",0.00,"8,944,609",0.01,"1,747,405",0.02,"13,713,400",0.01,"51,470,872",0.05,"5,472,554",0.00,"2,067,037",0.02,"19,679,425",0.11,"15,752,233",0.01,"5,451,123",0.00,"15,674,907",0.21,"914,063",0.24
                    Cash assistance payments,"25,275,168",0.12,"138,019",0.00,"119,923",0.00,"359,246",0.00,"10,685",0.00,"8,129,983",0.22,"111,232",10.95,"134,323",0.00,"35,096",0.00,"707,175",0.00,"165,059",0.00,"64,151",0.00,"44,572",0.00,"77,882",0.04,"188,068",0.00,"102,621",0.00,"292,634",0.00,"62,973",0.00,"145,714",0.00,"20,978",0.00,"56,446",0.15,"2,750,477",0.00,"575,206",0.00,"164,943",0.00,"819,286",1.04,"51,805",0.00,"104,495",0.00,0,0.00,32,0.00,"42,504",0.00,"47,327",0.38,"519,404",0.26,"63,433",0.00,"2,537,708",0.70,"417,571",1.51,"72,188",0.08,"554,982",0.00,"159,475",0.00,"283,069",0.00,"306,249",0.00,"14,418",0.00,"146,032",0.00,"109,143",0.00,"1,081,856",0.00,"1,937,309",0.00,"681,989",0.00,"27,721",0.00,"385,733",1.61,"167,455",0.00,"48,185",0.00,"238,160",0.04,232,0.00
                    Vendor payments,"716,867,912",0.00,"7,049,243",0.00,"2,201,807",0.00,"16,330,937",0.00,"7,166,348",0.00,"119,916,138",0.00,"9,804,693",0.01,"2,579,400",0.00,"2,682,717",0.00,"2,706,827",0.00,"29,412,345",0.00,"13,112,203",0.00,"2,970,266",0.00,"3,304,711",0.01,"27,508,676",0.00,"16,786,051",0.01,"6,796,496",0.02,"4,306,906",0.00,"14,808,481",0.00,"13,767,374",0.00,"2,980,099",0.00,"12,707,732",0.00,"24,174,429",0.00,"15,874,718",0.00,"15,055,759",0.15,"6,134,170",0.00,"10,345,507",0.00,"2,508,608",0.00,"2,781,710",0.00,"3,988,305",0.00,"2,083,753",0.02,"19,230,240",0.01,"7,373,753",0.00,"70,126,795",0.02,"17,299,834",0.00,"1,429,041",0.00,"31,145,345",0.01,"6,318,724",0.00,"8,577,015",0.00,"34,528,621",0.00,"3,013,305",0.00,"7,816,864",0.00,"1,517,723",0.01,"11,104,396",0.00,"42,415,354",0.02,"4,259,410",0.00,"1,192,052",0.00,"16,419,185",0.00,"13,596,793",0.00,"4,670,192",0.00,"12,333,121",0.00,"653,740",0.00
                    Other public welfare,"120,111,470",0.13,"834,118",0.15,"332,156",0.38,"4,240,395",0.13,"747,171",0.07,"23,421,133",0.12,"1,979,622",0.09,"1,133,001",0.18,"432,444",0.00,"1,297,330",0.00,"3,688,793",0.02,"1,409,972",0.21,"618,327",0.00,"383,085",0.18,"3,902,284",0.13,"1,333,626",0.05,"588,403",0.30,"1,038,585",0.36,"979,867",0.06,"839,792",1.10,"1,201,377",0.09,"1,436,138",0.00,"2,407,808",0.11,"5,095,719",2.36,"3,045,881",0.82,"441,496",0.04,"581,269",0.78,"259,904",0.24,"1,002,305",1.05,"816,704",0.00,"923,236",0.03,"2,456,908",0.05,"930,260",0.04,"11,715,203",0.22,"1,765,527",1.59,"265,114",1.23,"3,310,044",1.73,"996,620",0.01,"5,495,722",0.00,"6,244,208",0.38,"434,937",0.00,"981,713",0.05,"120,539",0.33,"1,527,149",0.06,"7,118,209",0.33,"531,155",0.02,"847,264",0.04,"2,874,507",0.74,"1,987,985",0.08,"732,746",0.01,"3,103,626",1.05,"260,091",0.85
               Hospitals,"236,872,712",0.23,"8,141,766",0.06,"513,076",0.00,"1,046,821",0.94,"1,578,924",2.52,"36,486,905",0.33,"3,615,046",0.33,"1,667,819",0.00,"76,136",0.00,"302,614",0.00,"11,945,825",0.84,"6,150,112",0.90,"504,209",0.00,"950,987",2.71,"5,020,743",0.03,"6,048,653",2.08,"4,880,518",1.67,"4,283,570",2.30,"3,210,251",1.18,"3,038,934",3.63,"165,285",0.00,"444,050",0.00,"1,735,883",0.00,"6,252,587",3.60,"2,247,726",11.50,"4,262,782",0.09,"5,115,031",1.90,"151,190",3.31,"795,187",4.52,"1,282,717",0.00,"73,623",0.00,"2,955,539",0.00,"1,862,930",0.01,"20,303,803",1.37,"13,853,434",0.02,"81,886",0.00,"7,317,598",1.66,"1,612,653",2.84,"3,263,650",0.26,"5,703,624",0.00,"185,473",0.00,"8,043,602",0.40,"136,788",0.82,"4,381,146",0.57,"24,503,241",0.10,"3,111,264",0.00,"23,202",0.00,"5,171,940",0.16,"7,702,196",0.25,"587,885",0.00,"2,745,032",0.25,"1,336,859",0.11
                    Capital outlay,"9,917,971",0.26,"578,368",0.00,"20,490",0.00,"106,627",0.00,"27,827",0.00,"868,644",0.00,"211,042",2.22,"5,340",0.00,255,0.00,"27,711",0.00,"795,834",0.00,"191,060",1.25,"7,084",0.00,"29,909",0.00,"84,976",0.00,"249,434",0.00,"254,881",3.53,"191,644",0.12,"178,145",0.00,"194,503",11.74,50,0.00,"6,429",0.00,"39,037",0.00,"23,254",0.00,"44,242",0.00,"175,121",0.00,"168,122",0.00,"10,213",0.00,"38,799",7.04,"27,804",0.00,942,0.00,"11,485",0.00,"79,133",0.00,"1,291,511",0.00,"865,543",0.00,370,0.00,"642,768",0.00,"81,608",2.13,"126,335",0.00,"3,610",0.00,3,0.00,"268,001",0.00,"6,273",0.00,"116,395",2.01,"1,267,580",0.28,"88,734",0.00,107,0.00,"150,676",0.00,"171,581",0.00,"5,942",0.00,"80,163",0.00,"102,367",0.00
               Health,"140,278,217",0.18,"1,015,805",0.12,"590,942",0.44,"1,445,542",0.75,"428,780",2.12,"31,689,948",0.48,"1,501,224",0.67,"1,296,795",0.54,"588,682",0.00,"1,335,426",0.00,"8,681,819",0.76,"2,656,635",0.76,"785,560",0.00,"354,402",0.20,"2,930,502",1.74,"1,501,492",0.49,"513,992",3.14,"911,737",1.58,"1,085,975",1.50,"1,079,029",0.19,"327,512",1.93,"3,082,484",0.07,"2,367,782",0.55,"4,748,056",2.06,"1,852,276",0.50,"571,908",0.27,"3,159,377",1.31,"458,352",1.05,"393,791",0.67,"740,238",0.00,"219,630",0.61,"2,352,638",0.27,"612,507",0.77,"8,398,813",1.07,"4,612,106",0.49,"372,697",0.99,"3,736,985",1.07,"1,565,225",1.06,"2,241,868",1.20,"6,521,252",0.32,"697,340",0.00,"1,901,974",0.66,"189,699",1.26,"2,323,064",0.44,"13,086,545",0.49,"1,345,702",0.12,"454,841",0.39,"3,062,070",1.65,"5,483,158",0.30,"361,586",0.52,"2,006,969",1.84,"635,483",0.11
               Employment security administration,"6,269,700",0.00,"108,199",0.00,"52,200",0.00,"130,391",0.00,"109,230",0.00,"243,482",0.00,"105,841",0.00,"21,800",0.00,"179,416",0.00,"37,714",0.00,"388,473",0.00,"54,531",0.00,"7,324",0.00,"4,327",0.00,"41,953",0.00,"92,113",0.00,"46,016",0.00,"108,718",0.00,"125,290",0.00,"199,338",0.00,"87,148",0.00,"154,555",0.00,"297,044",0.00,"368,976",0.00,"62,683",0.00,"39,426",0.00,"43,871",0.00,"63,810",0.00,"65,995",0.00,"69,267",0.00,"40,349",0.00,"263,332",0.00,"9,604",0.00,"549,042",0.00,"258,581",0.00,"20,567",0.00,"238,394",0.00,"136,688",0.00,"138,071",0.00,"102,823",0.00,"35,158",0.00,"89,998",0.00,"19,078",0.00,"108,226",0.00,"265,992",0.00,"12,300",0.00,"2,785",0.00,"147,576",0.00,"294,913",0.00,"32,021",0.00,"170,020",0.00,"25,051",0.00
               Veterans' services,"989,108",0.00,"12,058",0.00,0,0.00,"27,698",0.00,"1,516",0.00,"25,615",0.00,"5,328",0.00,"27,078",0.00,0,0.00,0,0.00,"13,709",0.00,"13,696",0.00,0,0.00,0,0.00,"17,346",0.00,"7,657",0.00,"1,980",0.00,"14,743",0.00,"54,887",0.00,"10,251",0.00,254,0.00,"3,043",0.00,"5,853",0.00,0,0.00,"21,545",0.00,"25,524",0.00,731,0.00,"2,631",0.00,"5,035",0.00,"5,105",0.00,"4,508",0.00,"11,756",0.00,"4,380",0.00,"6,979",0.00,"40,058",0.00,793,0.00,"24,507",0.00,"18,350",0.00,"6,854",0.00,"7,152",0.00,0,0.00,"2,437",0.00,"6,843",0.00,"6,161",0.00,"371,887",0.00,"3,453",0.00,965,0.00,"92,301",0.00,"24,875",0.00,"9,636",0.00,"41,775",0.00,155,0.00
     Transportation:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Highways,"206,435,893",0.31,"2,552,445",0.53,"1,303,421",0.15,"2,940,447",0.28,"2,196,465",0.75,"23,767,005",2.14,"3,602,457",0.43,"2,157,939",1.18,"803,913",0.50,"671,219",0.00,"12,130,372",0.52,"5,159,270",1.02,"974,276",0.00,"1,298,527",1.63,"8,986,211",1.83,"3,827,877",0.53,"3,147,658",1.44,"2,013,339",1.74,"2,260,365",0.82,"2,367,766",0.68,"1,120,321",3.38,"3,015,837",0.23,"3,407,533",0.66,"5,854,580",2.13,"5,664,946",1.58,"1,867,396",0.73,"2,877,001",1.87,"1,009,979",0.60,"1,883,882",2.99,"2,103,739",0.00,"795,539",2.94,"4,339,329",1.67,"1,264,176",0.72,"12,093,500",0.97,"5,264,605",0.28,"1,353,548",1.44,"6,015,776",1.29,"3,058,683",0.58,"2,682,729",0.77,"10,675,726",1.07,"679,650",0.00,"2,208,159",0.22,"1,212,779",2.16,"2,731,359",0.63,"19,486,423",0.82,"2,531,099",0.32,"736,130",3.73,"6,894,638",0.18,"4,934,902",1.93,"1,748,013",0.08,"4,020,460",1.98,"742,484",0.80
                    Capital outlay,"116,386,170",0.47,"1,275,014",0.37,"729,853",0.00,"1,849,792",0.07,"1,369,037",0.11,"10,414,788",4.54,"1,800,387",0.67,"1,098,426",0.66,"530,217",0.75,"521,979",0.00,"7,747,231",0.35,"3,176,499",1.15,"326,975",0.00,"741,420",0.26,"5,605,619",2.50,"2,506,848",0.18,"1,672,230",1.87,"1,062,798",1.03,"1,331,117",0.47,"1,405,700",0.52,"470,166",6.93,"1,352,588",0.42,"1,703,776",0.81,"1,930,741",2.00,"3,434,264",2.33,"934,010",0.17,"1,479,559",1.59,"480,049",0.57,"1,012,063",2.95,"1,259,135",0.00,"301,034",0.40,"2,404,367",1.81,"756,635",0.02,"6,893,813",1.20,"3,571,943",0.15,"842,058",1.04,"3,498,955",1.05,"2,010,207",0.41,"1,023,405",1.28,"6,700,544",0.82,"471,445",0.00,"1,355,212",0.09,"698,968",1.11,"1,432,637",0.57,"12,764,821",0.98,"1,420,292",0.50,"308,995",0.64,"4,454,022",0.06,"2,576,445",3.53,"1,010,402",0.00,"2,285,235",1.41,"382,453",1.40
               Air transportation (airports),"33,356,115",0.16,"197,190",2.58,"331,616",0.08,"743,162",0.07,"113,060",0.64,"5,094,272",0.83,"1,480,684",0.01,"32,374",0.00,"8,189",0.00,0,0.00,"3,620,779",0.43,"862,345",0.04,"713,358",0.00,"85,546",1.72,"1,890,200",0.05,"275,892",0.58,"139,817",0.62,"100,450",1.40,"366,735",0.06,"310,109",0.80,"58,187",1.80,"286,983",0.01,"813,604",0.07,"570,972",1.84,"624,490",3.00,"75,952",4.31,"712,103",0.11,"121,972",0.43,"74,305",1.45,"373,616",0.00,"45,697",2.49,"33,121",5.33,"85,022",1.03,"3,231,969",0.22,"952,109",0.28,"140,697",5.88,"386,654",0.16,"192,136",2.50,"682,149",0.23,"678,403",0.09,"54,831",0.00,"173,279",3.44,"100,805",0.46,"792,935",0.11,"2,290,066",0.51,"884,684",0.01,"40,751",0.00,"964,942",0.07,"1,007,579",0.03,"68,171",9.48,"313,687",1.14,"158,469",0.06
               Parking facilities,"2,177,280",1.09,"18,730",0.00,"11,163",1.83,"10,591",0.35,"2,660",1.96,"502,384",1.27,"37,945",0.30,"51,734",0.66,"11,648",0.00,"32,858",0.00,"221,942",2.71,"9,657",29.39,"6,638",0.00,316,0.00,"77,890",25.78,"15,589",25.66,"20,841",0.65,"5,449",0.00,"32,638",0.00,"15,938",0.00,"6,128",1.37,"47,067",0.97,"17,768",14.88,"34,139",4.61,"77,717",0.30,"2,699",0.00,"19,687",0.92,"6,366",0.00,"15,271",0.00,"10,922",0.00,"14,708",25.39,"65,775",1.48,"11,689",0.00,"99,814",1.06,"48,510",0.46,"26,646",2.13,"53,793",0.11,"13,520",3.79,"23,730",3.48,"214,595",2.25,"1,950",0.00,"65,520",1.41,"6,326",2.14,"13,691",2.29,"35,609",0.02,87,0.00,"4,352",2.88,"63,290",0.95,"19,052",0.10,"5,939",0.00,"63,892",2.17,420,0.00
